Age,Embarked,Fare,Parch,Pclass,Sex,SibSp,Survived,Ticket,family_size,average_Fare
4.0,S,11.1333,1,3,male,1,1.0,U,3,3.7111
26.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
47.0,S,52.5542,1,1,female,1,1.0,U,3,17.518066666666666
33.0,S,5.0,0,1,male,0,0.0,U,1,5.0
47.0,S,9.0,0,3,male,0,0.0,U,1,9.0
28.0,C,24.0,0,2,female,1,1.0,P,2,12.0
15.0,C,7.225,0,3,female,0,1.0,U,1,7.225
20.0,S,9.8458,0,3,male,0,0.0,U,1,9.8458
19.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
29.881137667304014,S,7.8958,0,3,male,0,0.0,U,1,7.8958
56.0,C,83.1583,1,1,female,0,1.0,U,2,41.57915
25.0,S,26.0,1,2,female,0,1.0,U,2,13.0
33.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
22.0,S,10.5167,0,3,female,0,0.0,U,1,10.5167
28.0,S,10.5,0,2,male,0,0.0,C,1,10.5
25.0,S,7.05,0,3,male,0,0.0,S,1,7.05
39.0,Q,29.125,5,3,female,0,0.0,U,6,4.854166666666667
27.0,S,13.0,0,2,male,0,0.0,U,1,13.0
19.0,S,30.0,0,1,female,0,1.0,U,1,30.0
29.881137667304014,S,23.45,2,3,female,1,0.0,W,4,5.8625
26.0,C,30.0,0,1,male,0,1.0,U,1,30.0
32.0,Q,7.75,0,3,male,0,0.0,U,1,7.75
